measured_value,measurement_time,noise_std,true_value
184.31072000472233,0.45427196824969784,44.0264894113094,249.81604753894499
437.5104702548461,0.5260920934375193,38.016157721205666,480.2857225639665
401.7452742692825,0.8690926538819623,23.012506101238248,392.797576724562
281.6376836743912,0.4060039474539029,49.26060479318559,339.46339367881467
187.61768774931173,0.8826847163309541,22.658146935107,162.40745617697462
154.46563112926438,0.17932098787902234,111.53184151256661,162.39780813448107
125.37567268282706,0.7991185934877677,25.027574333753936,123.23344486727979
440.0176240929089,0.8627928697492627,23.18053463493761,446.47045830997405
399.075946600514,0.2636358875536049,75.86220595985216,340.4460046972835
415.3710707981069,0.4873118791349804,41.04147847883717,383.2290311184182
135.15122088429723,0.24894979719729007,80.33748259754641,108.23379771832097
503.3126446734161,0.735943716094796,27.175991264831758,487.96394086479773
425.68640887474953,0.5818129912554911,34.375306671723,432.9770563201687
201.0776585940264,0.6717910120374889,29.77116341485663,184.93564427131048
148.32022770064629,0.27683827026059005,72.24434678476297,172.72998688284025
173.51540633416997,0.29057127584717757,68.8299280157298,173.36180394137352
181.7043871660457,0.13734759295891574,145.61594833323744,221.69689718381508
286.44709516919227,0.3898607816761568,51.30036397611616,309.9025726528952
249.9510510022247,0.6037701952003075,33.12518597140221,272.7780074568463
227.2167539071794,0.8721414225975959,22.932060651851366,216.49165607921677
382.1744901055923,0.7002347027128126,28.56185207976275,344.74115788895176
203.41718603680846,0.49185669105977625,40.66225053664943,155.79754426081672
190.6195068240626,0.957808102954724,20.881009398753655,216.85785941408727
281.04674120991126,0.7473206805182486,26.762272905562426,246.5447373174767
275.6380678717711,0.937148682576295,21.34133075342798,282.4279936868144
434.97165541417127,0.5748291759449491,34.79294516866239,414.07038455720544
125.44442878008586,0.33301384731382566,60.057562654901844,179.8695128633439
324.93954568674735,0.1475440177282498,135.55276796675344,305.69377536544465
345.29318051602434,0.7534763663354654,26.543632811298462,336.965827544817
-23.369984683918148,0.20917269820498072,95.61477272909113,118.58016508799909
